1,1,316.8,0.0,393.2,112.3,1,1,1.0
1,2,97.46,0.0,220.84000000000003,61.8,1,1,0.0
1,3,55.24,61.1,121.03,55.199999999999996,1,1,0.0
1,4,0.0,14.07,17.0,26.6,1,1,1.0
2,1,317.1,0.0,392.4,112.0,1,1,1.0
2,2,97.46,0.0,220.84000000000003,61.8,1,1,0.0
2,3,37.5,58.9,117.69999999999999,53.1,1,1,0.0
2,4,0.0,17.44,10.15,22.349999999999998,1,1,1.0
3,1,316.0,0.0,393.0,111.7,1,1,1.0
3,2,97.08,0.0,220.92000000000002,61.8,1,1,0.0
3,3,19.9,55.0,112.6,52.8,1,1,0.0
3,4,0.0,20.8,3.3,18.099999999999998,1,1,1.0
4,1,314.9,0.0,392.70000000000005,111.7,1,1,1.0
4,2,96.7,0.0,221.0,61.8,1,1,0.0
4,3,4.3,52.6,108.3,52.300000000000004,1,1,0.0
5,1,316.0,0.0,391.29999999999995,111.7,1,1,1.0
5,2,96.7,0.0,219.5,61.8,1,1,0.0
5,3,0.0,49.9,94.6,51.00000000000001,1,1,0.0
6,1,314.3,0.0,391.7,111.7,1,1,1.0
6,2,96.7,0.0,219.0,61.8,1,1,0.0
6,3,0.0,47.0,76.8,48.099999999999994,1,1,0.0
7,1,313.3,0.0,391.49999999999994,111.7,1,1,1.0
7,2,96.7,0.0,218.5,61.8,1,1,0.0
7,3,0.0,44.7,57.8,46.89999999999999,1,1,0.0
8,1,313.3,0.0,390.8,111.7,1,1,1.0
8,2,96.7,0.0,218.27000000000004,61.8,1,1,0.0
8,3,0.0,42.5,40.5,46.5,1,1,0.0
9,1,313.9,0.0,390.20000000000005,111.7,1,1,1.0
9,2,96.7,0.0,218.03000000000003,61.8,1,1,0.0
9,3,0.0,44.4,25.4,36.9,1,1,0.0
10,1,313.9,0.0,390.01,111.7,1,1,1.0
10,2,96.7,0.0,217.8,61.8,1,1,0.0
10,3,0.0,49.2,12.4,25.599999999999994,1,1,0.0
11,1,313.9,0.0,389.83000000000004,111.7,1,1,1.0
11,2,96.7,0.0,217.74,61.8,1,1,0.0
11,5,870.92,180.45,89.08000000000004,87.72000000000003,1,1,1.0
12,1,313.9,0.0,389.64,111.7,1,1,1.0
12,2,96.7,0.0,217.67000000000002,61.8,1,1,0.0
12,5,823.7,171.8,136.29999999999995,96.37,1,1,1.0
13,1,313.9,0.0,389.46000000000004,111.7,1,1,1.0
13,2,96.7,0.0,217.61,61.8,1,1,0.0
13,5,779.4,159.7,180.60000000000002,85.4,1,1,1.0
14,1,313.9,0.0,389.27,111.7,1,1,1.0
14,2,96.7,0.0,217.54000000000002,61.8,1,1,0.0
14,5,737.4,152.4,222.60000000000002,115.99999999999997,1,1,1.0
14,6,0.0,185.6,13.9,29.900000000000006,1,1,1.0
15,1,313.9,0.0,389.09000000000003,111.7,1,1,1.0
15,2,96.7,0.0,217.48000000000002,61.8,1,1,0.0
15,5,697.3,146.2,262.70000000000005,113.0,1,1,1.0
15,6,0.0,172.5,31.6,61.5,1,1,1.0
16,1,313.9,0.0,388.9,111.7,1,1,1.0
16,2,96.7,0.0,217.41000000000003,61.8,1,1,0.0
16,5,657.3,136.3,270.9000000000001,113.0,1,1,1.0
16,6,0.28,168.35,51.0,78.15,1,1,1.0
17,1,313.85,0.0,388.94999999999993,111.7,1,1,1.0
17,2,96.7,0.0,217.35000000000002,61.8,1,1,0.0
17,5,620.0,128.8,260.9,109.6,1,1,1.0
17,6,0.28,164.0,70.42,99.10000000000002,1,1,1.0
18,1,313.8,0.0,388.99999999999994,111.7,1,1,1.0
18,2,96.7,0.0,217.29000000000002,61.8,1,1,0.0
18,5,584.3,121.7,249.4000000000001,106.89999999999999,1,1,1.0
18,6,0.28,167.6,87.32,109.79999999999998,1,1,1.0
19,1,313.75,0.0,389.04999999999995,111.7,1,1,1.0
19,2,96.7,0.0,217.22000000000003,61.8,1,1,0.0
19,5,548.6,115.0,244.79999999999995,103.80000000000001,1,1,1.0
19,6,0.28,173.5,114.82,117.30000000000001,1,1,1.0
20,1,313.7,0.0,389.09999999999997,111.7,1,1,1.0
20,2,96.7,0.0,217.16000000000003,61.8,1,1,0.0
20,5,515.3,113.5,237.80000000000007,97.30000000000001,1,1,1.0
20,6,0.28,179.7,138.92,123.60000000000002,1,1,1.0
21,1,313.65,0.0,389.15,111.7,1,1,1.0
21,2,96.7,0.0,217.09000000000003,61.8,1,1,0.0
21,5,486.0,107.5,226.29999999999995,94.1,1,1,1.0
21,6,0.28,189.7,164.32,129.8,1,1,1.0
22,1,313.6,0.0,389.19999999999993,111.7,1,1,0.0
22,2,96.7,0.0,217.03000000000003,61.8,1,1,0.0
22,5,456.6,103.0,216.39999999999998,90.6,1,1,1.0
22,6,0.28,198.7,192.72,134.7,1,1,1.0
23,1,313.55,0.0,389.24999999999994,111.7,1,1,0.0
23,2,96.7,0.0,216.96000000000004,61.8,1,1,0.0
23,5,428.0,100.4,245.0,87.19999999999999,1,1,1.0
23,6,13.3,206.5,211.7,142.5,1,1,1.0
24,1,313.5,0.0,389.29999999999995,111.7,1,1,0.0
24,2,96.7,0.0,216.90000000000003,61.8,1,1,0.0
24,5,402.1,94.8,199.19999999999993,83.60000000000001,1,1,1.0
24,6,33.3,216.5,224.09999999999997,149.5,1,1,1.0
25,1,313.45,0.0,389.34999999999997,111.7,1,1,0.0
25,2,96.7,0.0,216.81,61.8,1,1,0.0
25,5,378.4,91.1,191.30000000000007,80.20000000000002,1,1,1.0
25,6,56.7,225.5,238.60000000000002,159.8,1,1,1.0
26,1,313.4,0.0,389.4,111.7,1,1,1.0
26,2,96.7,0.0,216.73000000000002,61.8,1,1,0.0
26,5,355.0,86.3,182.10000000000002,79.50000000000001,1,1,1.0
26,6,83.4,237.7,252.70000000000002,170.10000000000002,1,1,1.0
27,1,313.4,0.0,389.4,111.7,1,1,1.0
27,2,96.7,0.0,216.64,61.8,1,1,0.0
27,5,332.4,81.2,175.5,78.2,1,1,1.0
27,6,110.9,248.0,272.1,183.0,1,1,1.0
28,1,313.4,0.0,389.4,111.7,1,1,1.0
28,2,96.7,0.0,216.56,61.8,1,1,0.0
28,5,310.1,77.4,171.09999999999997,77.29999999999998,1,1,1.0
28,6,143.3,261.9,290.59999999999997,195.3,1,1,1.0
29,1,313.4,0.0,389.4,111.7,1,1,0.0
29,2,96.7,0.0,216.47000000000003,61.8,1,1,0.0
29,5,288.2,74.8,166.2,72.8,1,1,1.0
29,6,174.5,274.4,316.5,212.20000000000005,1,1,1.0
29,7,914.72,184.18,45.27999999999997,67.25999999999999,1,1,1.0
30,1,313.4,0.0,389.4,111.7,1,1,0.0
30,2,96.7,0.0,216.38,61.8,1,1,0.0
30,5,270.4,71.4,160.5,72.4,1,1,1.0
30,6,208.4,289.6,347.70000000000005,226.39999999999998,1,1,1.0
30,7,866.06,171.19,93.94000000000005,75.63,1,1,1.0
31,1,313.4,0.0,389.4,111.7,1,1,0.0
31,2,96.7,0.0,216.3,61.8,1,1,0.0
31,5,249.5,68.8,157.2,69.50000000000001,1,1,1.0
31,6,252.1,305.6,373.5,234.39999999999998,1,1,1.0
31,7,817.4,158.2,142.60000000000002,84.0,1,1,1.0
32,1,313.4,0.0,389.4,111.7,1,1,0.0
32,2,96.7,0.0,216.21000000000004,61.8,1,1,0.0
32,5,231.9,64.1,151.99999999999997,69.20000000000002,1,1,1.0
32,6,297.6,325.2,382.4,214.8,1,1,1.0
32,7,772.75,144.4,187.25,106.69999999999999,1,1,1.0
