1,1,734.53,266.8,69.07000000000005,37.77999999999997,1,1,1.0
1,2,209.8,251.7,93.02999999999997,39.72000000000003,1,1,0.0
1,3,122.12,335.43,133.75,57.01999999999998,1,1,1.0
2,1,720.67,268.1,70.48000000000002,38.589999999999975,1,1,1.0
2,2,209.8,251.7,93.02999999999997,39.78000000000003,1,1,0.0
2,3,98.06,338.67,136.92,58.50999999999999,1,1,1.0
3,1,706.81,269.4,71.8900000000001,39.400000000000034,1,1,1.0
3,2,209.8,251.7,93.02999999999997,39.829999999999984,1,1,0.0
3,3,74.0,341.9,140.1,60.0,1,1,1.0
4,1,693.41,271.6,74.79000000000008,39.19999999999999,1,1,1.0
4,2,209.8,251.7,93.02999999999997,39.879999999999995,1,1,0.0
4,3,48.8,344.65,142.5,61.60000000000002,1,1,1.0
5,1,680.0,273.8,74.39999999999998,39.0,1,1,1.0
5,2,209.8,251.7,93.02999999999997,39.94,1,1,0.0
5,3,23.6,347.4,144.9,63.200000000000045,1,1,1.0
6,1,665.5,274.95,76.39999999999998,40.400000000000034,1,1,1.0
6,2,209.8,251.7,93.02999999999997,39.99000000000001,1,1,0.0
6,3,0.0,351.65,146.0,64.70000000000005,1,1,1.0
7,1,651.0,276.1,76.10000000000002,41.799999999999955,1,1,1.0
7,2,209.8,251.7,93.02999999999997,40.05000000000001,1,1,0.0
7,3,0.0,355.9,123.5,66.20000000000005,1,1,1.0
8,1,635.7,278.2,79.0,42.150000000000034,1,1,1.0
8,2,209.8,251.7,93.02999999999997,40.10000000000002,1,1,0.0
8,3,0.0,359.6,100.65,66.59999999999997,1,1,1.0
9,1,620.4,280.3,83.10000000000002,42.5,1,1,1.0
9,2,209.8,251.97,93.02999999999997,40.16,1,1,0.0
9,3,0.0,363.3,77.8,55.80000000000001,1,1,1.0
10,1,605.55,282.75,83.80000000000007,42.94999999999999,1,1,1.0
10,2,209.8,252.23,93.02999999999997,40.24000000000004,1,1,0.0
10,3,0.0,368.9,51.0,56.10000000000002,1,1,1.0
11,1,590.7,285.2,84.5,43.400000000000034,1,1,0.0
11,2,209.8,252.5,93.02999999999997,40.30000000000001,1,1,0.0
11,3,0.0,379.7,25.7,48.60000000000002,1,1,1.0
12,1,575.2,286.6,86.04999999999995,42.0,1,1,0.0
12,2,209.3,252.6,93.69999999999999,40.099999999999994,1,1,1.0
13,1,559.7,288.0,87.59999999999991,40.60000000000002,1,1,0.0
13,2,209.31,253.6,93.69,39.08000000000001,1,1,1.0
14,1,543.75,290.3,88.20000000000005,42.19999999999999,1,1,0.0
14,2,209.31,253.58,93.69,39.309999999999974,1,1,1.0
15,1,527.8,292.6,88.80000000000007,43.799999999999955,1,1,0.0
15,2,209.32,253.55,93.67000000000002,39.55000000000001,1,1,1.0
16,1,510.3,295.0,91.69999999999999,46.35000000000002,1,1,0.0
16,2,208.3,253.53,93.89999999999998,39.54999999999998,1,1,1.0
